"id","safra","y","VAR_1","VAR_2","VAR_3","VAR_4","VAR_5","VAR_6","VAR_7","VAR_8","VAR_9","VAR_10","VAR_11","VAR_12","VAR_13","VAR_14","VAR_15","VAR_16","VAR_17","VAR_18","VAR_19","VAR_20","VAR_21","VAR_22","VAR_23","VAR_24","VAR_25","VAR_26","VAR_27","VAR_28","VAR_29","VAR_30","VAR_31","VAR_32","VAR_33","VAR_34","VAR_35","VAR_36","VAR_37","VAR_38","VAR_39","VAR_40","VAR_41","VAR_42","VAR_43","VAR_44","VAR_45","VAR_46","VAR_47","VAR_48","VAR_49","VAR_50","VAR_51","VAR_52","VAR_53","VAR_54","VAR_55","VAR_56","VAR_57","VAR_58","VAR_59","VAR_60","VAR_61","VAR_62","VAR_63","VAR_64","VAR_65","VAR_66","VAR_67","VAR_68","VAR_69","VAR_70","VAR_71","VAR_72","VAR_73","VAR_74","VAR_75","VAR_76","VAR_77","VAR_78"
3940,"201402",0,21,0,0,0,72.99,790,49.99,105.2,1150,454,64.1,NA,NA,333,NA,NA,1000,NA,0,12,NA,0,110.25,469.05,0,0,521,0,1,2817,0,0.133832912727673,0,736.4,313.87,0,0,49.99,NA,1,0,1,NA,2,NA,1,NA,0,0,184.16,333,NA,3300,2000,184.16,184.16,52,321,529.36,0.156301087833759,3.68,NA,184.16,1,905.33,8,-17,0,651.81,NA,0,-23,0,0,368.32,794.93,195.99,0
3941,"201409",1,41,0,0,1,148.96,637,115.97,74.12,958.35,NA,168.63,NA,366.05,NA,58.65,NA,958.35,NA,0,5,NA,0,NA,359.93,0,NA,469,0,NA,1916.7,NA,0.133832912727673,0,74.12,589.64,NA,NA,347.92,681,0,NA,NA,NA,0,683.89,NA,NA,NA,NA,NA,NA,175.96,NA,958.35,NA,NA,39,358,250.72,-0.231735369185606,NA,NA,NA,1,74.12,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,637.82,NA,NA
3942,"201405",0,31,0,0,1,144.27,705,27.98,NA,750,NA,72.28,NA,248,226,80.96,NA,1400,NA,0,12,NA,0,NA,354.78,0,225,44,0,-29,1150,NA,0.133832912727673,0,NA,505.96,0,-29,27.98,422,0,NA,-29,NA,0,427.3,-29,NA,-60,NA,89.37,226,316.77,1550,1750,89.37,89.37,20,301,330.61,-0.690749137734589,NA,NA,NA,1,236.01,NA,-841,-60,NA,NA,0,107,0,0,NA,460.73,NA,0
3943,"201406",0,0,0,0,0,110.8,510,111.94,40.66,500,NA,39.31,NA,NA,NA,50.46,NA,NA,NA,0,5,NA,0,NA,275.47,0,NA,NA,0,NA,2277.28,NA,0.090634138151029,0,203.33,117.95,NA,NA,297.89,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,140.94,500,500,NA,NA,29,271,NA,-0.411786729965823,NA,NA,NA,1,670.56,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA
3944,"201412",0,0,0,0,0,115.35,463,130.44,NA,1200,NA,20.25,NA,NA,253,NA,NA,1200,NA,0,12,NA,0,NA,404.87,0,0,NA,0,0,1200,NA,0.090634138151029,0,NA,40.5,0,0,859.72,NA,0,0,0,NA,0,NA,0,NA,0,0,280.29,253,NA,1500,2700,280.29,280.29,55,402,NA,0.219380082347677,NA,NA,NA,1,700,NA,-24,0,NA,NA,0,151,0,0,840.87,NA,NA,0
3945,"201412",1,47,0,0,1,NA,290,NA,43.44,300,NA,NA,NA,NA,NA,25.54,NA,NA,NA,0,3,NA,0,NA,NA,0,NA,114,0,NA,600,NA,0.090634138151029,0,304.08,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,127.74,NA,300,NA,NA,35,NA,NA,-0.30845333657335,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,-11,NA,NA,NA,NA,NA,NA
3946,"201411",0,0,0,0,0,169.25,410,229.6,870.71,990,NA,585.35,NA,NA,NA,401.6,NA,2100,NA,0,5,NA,0,NA,444.26,0,NA,NA,0,NA,2970,NA,0.090634138151029,0,917.7,854.79,NA,NA,423.61,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,425.9,NA,990,NA,NA,39,357,NA,-0.231735369185606,NA,NA,NA,1,447.92,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA
3947,"201407",1,11,0,0,0,140.97,435,129.97,117.29,320,NA,49.99,NA,NA,NA,153.28,NA,NA,NA,0,8,NA,0,NA,236.94,0,NA,53,0,NA,320,NA,0.090634138151029,0,419.33,99.98,NA,NA,129.97,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,339.89,320,320,NA,NA,29,236,NA,-0.411786729965823,NA,NA,NA,1,129.16,NA,NA,NA,NA,NA,NA,-47,NA,NA,NA,NA,NA,NA
3948,"201409",0,52,0,0,2,35.19,363,57.97,59.95,418.36,NA,NA,NA,NA,114,11.69,NA,1718.36,NA,0,12,NA,0,NA,175.95,0,18,NA,0,-9,418.36,NA,0.090634138151029,0,479.6,NA,NA,-9,57.97,NA,0,0,-9,NA,0,NA,-9,NA,-9,0,NA,114,81.83,370,788.36,NA,77.96,43,175,NA,-0.059298901120992,NA,NA,NA,1,776.62,NA,-31,NA,NA,NA,0,-24,0,0,311.84,NA,NA,0
3949,"201408",1,36,0,0,3,28.65,1100,30.65,19.99,1000,294,74.98,253,106.28,NA,21.48,NA,NA,NA,0,12,NA,0,65.17,85.95,0,NA,838,1,NA,1000,NA,0.133832912727673,0,59.99,374.9,NA,NA,87.97,537,10,NA,NA,5,11,539.54,NA,NA,NA,NA,NA,NA,85.95,1000,1000,NA,NA,53,85,234.86,0.219380082347677,NA,NA,NA,0,261.24,12,NA,NA,295.91,NA,NA,9,NA,NA,NA,313.85,0,NA
3950,"201409",0,67,0,1,1,18.01,527,NA,NA,1070.07,NA,NA,NA,NA,NA,NA,NA,2616.3,NA,0,12,NA,0,NA,90.08,0,NA,316,0,NA,1070.07,NA,0.090634138151029,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1070.07,NA,NA,41,90,NA,-0.133343746407103,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,527,NA,NA,NA,NA,NA,NA
3951,"201404",0,13,0,0,0,NA,220,NA,19.78,200,NA,27.57,NA,NA,NA,15.58,NA,NA,NA,0,6,NA,0,NA,NA,0,NA,NA,0,NA,200,NA,0.0571981886428283,0,138.46,192.99,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,109.06,200,200,NA,NA,43,NA,NA,-0.059298901120992,NA,NA,NA,1,283.8,NA,NA,NA,NA,NA,NA,-52,NA,NA,NA,NA,NA,NA
3952,"201410",0,0,0,0,0,73.28,4967,NA,NA,1000,NA,NA,NA,53.99,462,40.99,NA,3940,11,10,12,191,11,NA,209.88,0,109,NA,0,2,2000,0,0.133832912727673,1,NA,NA,0,2,NA,269,0,NA,7,NA,0,269.98,7,NA,-13,NA,159.24,462,108.98,980,1000,159.24,NA,69,207,NA,0.721630021341369,3.18,NA,159.24,1,1943.7,NA,-69,-13,NA,3.18,0,313,0,0,NA,NA,NA,0
3953,"201402",0,NA,NA,NA,NA,NA,4246,NA,NA,700,NA,NA,852,NA,346,NA,136,1000,144,69,6,2620,78,NA,NA,11,200,NA,12,0,700,39,0.133832912727673,9,NA,NA,0,-2,NA,NA,0,0,0,38,0,NA,0,103.96,-2,0,217.51,177,NA,2200,1700,107.62,217.51,46,NA,NA,-0.016208722718011,0,836,107.62,1,NA,NA,-113,-18,NA,NA,0,1141,0,0,435.02,NA,NA,0
3954,"201406",1,94,1,1,1,5.4,457,97.45,52.57,250,NA,60.64,NA,NA,NA,NA,NA,NA,NA,0,10,NA,0,NA,5.4,0,NA,NA,0,NA,250,NA,0.090634138151029,0,202.93,189.95,NA,NA,214.91,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,645.86,250,NA,NA,23,5,NA,-0.411786729965823,NA,NA,NA,1,474.49,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA
3955,"201405",0,18,0,0,0,219.58,1454,93.3,174.4,250,301,80.98,399,39.98,NA,NA,68,1000,17,0,3,370,0,60.27,475.83,10,NA,447,11,NA,250,17,0.133832912727673,0,644.92,80.98,NA,NA,279.91,119,7,NA,NA,9,7,119.95,NA,0,NA,NA,NA,NA,NA,250,250,NA,NA,47,472,140.54,0.079926420595367,NA,1254,NA,0,1044.89,5,NA,NA,301.37,NA,NA,-66,NA,NA,NA,140.54,0,NA
3956,"201404",0,33,0,0,4,27.96,905,NA,NA,500,325,51.28,NA,97.03,NA,NA,NA,NA,NA,0,12,NA,0,68.19,195.72,0,NA,262,0,NA,500,NA,0.133832912727673,0,NA,102.56,NA,NA,NA,436,5,NA,NA,NA,6,564.5,NA,NA,NA,NA,NA,NA,NA,500,500,NA,NA,53,135,281.34,0.219380082347677,NA,NA,NA,1,1000,21,NA,NA,477.33,NA,NA,141,NA,NA,NA,541.83,149.97,NA
3957,"201403",1,65,0,1,1,29.99,961,NA,70.54,1987.65,424,NA,NA,59.77,688,80.94,0,1000,NA,0,10,NA,0,84.61,119.97,0,535,NA,0,24,1987.65,0,0.133832912727673,0,493.78,NA,8.08,24,NA,298,5,0,24,NA,7,298.87,29,0,1,4.04,201.91,293,566.58,3587.65,3887.65,201.91,201.91,49,119,592.55,0.079926420595367,NA,NA,NA,0,903.14,13,-44,-1,583.38,2.36,1,-2,1,2,403.82,765.21,157.5,2
3958,"201408",0,67,0,2,3,93,565,58.96,62.96,320,NA,68.95,NA,71.96,NA,27.59,NA,1000,NA,0,3,NA,0,NA,467.36,0,NA,442,0,NA,320,NA,0.090634138151029,0,125.93,275.83,NA,NA,210.93,358,0,NA,NA,NA,0,359.85,NA,NA,NA,NA,NA,NA,82.78,320,1320,NA,NA,32,352,NA,-0.354107585360257,NA,NA,NA,1,601.91,NA,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA
3959,"201412",0,0,0,0,0,92.26,3490,NA,36.62,300,429,9.99,322,79.2,862,15.71,74,850,124,63,12,1766,67,86.52,477.68,12,565,NA,12,0,300,26,0.133832912727673,4,204.38,49.99,0,0,NA,419,12,0,0,28,12,445.95,0,0,0,NA,48.07,496,109.98,400,300,48.07,NA,64,430,540.78,0.534878115446101,0,2090,48.07,0,3824.35,36,-62,0,581.42,0,0,-81,0,0,96.14,590.47,146.54,0
3960,"201403",1,155,4,1,1,NA,107,NA,16.56,1000,NA,27.18,NA,NA,325,NA,NA,NA,NA,0,10,NA,0,NA,NA,0,140,NA,0,0,1000,0,0.0467093416827228,0,115.96,135.92,0,0,NA,NA,0,0,0,NA,0,NA,0,NA,0,NA,156.96,325,NA,1500,1500,156.96,NA,42,NA,NA,-0.0737564789495467,0,NA,156.96,1,1798,NA,-85,0,NA,NA,0,1,0,0,156.96,NA,NA,0
3961,"201411",0,0,0,0,0,163.65,530,143.41,82.45,2382.74,NA,162.28,NA,NA,412,137.12,NA,4608.41,NA,0,12,NA,0,NA,609.05,0,46,NA,0,2,7843.37,NA,0.090634138151029,0,299.88,501.88,0,2,366.83,NA,0,3.12,2,NA,0,NA,2,NA,2,NA,155.84,412,345.85,1483.78,2382.74,155.84,155.84,43,606,NA,-0.059298901120992,0,NA,155.84,1,960.54,NA,NA,2,NA,0,0,27,0,0,311.68,NA,NA,0
3962,"201405",0,51,0,0,1,19.99,1391,NA,NA,350,165,NA,149,24.99,210,49.23,4,1424,NA,0,3,NA,0,33.18,19.99,5,20,543,10,9,800,8,0.133832912727673,0,NA,NA,0,9,NA,49,4,0,9,8,7,49.99,9,0,9,7.89,131.6,210,98.48,1250,550,NA,131.6,59,19,125.36,0.357323965312407,NA,NA,NA,0,NA,5,-24,-4,165.94,NA,0,318,0,0,263.2,183.17,0,0
3963,"201405",0,0,0,0,0,144.23,4508,19.69,61.17,1500,489,167.74,1301,40.3,NA,104.86,130,2500,184,76,12,2199,96,105.85,556.87,12,NA,NA,12,NA,1500,50,0.133832912727673,20,305.89,717.57,NA,NA,137.83,118,11,NA,NA,82,12,157.15,NA,0,NA,NA,NA,NA,408.88,1500,1500,NA,NA,73,510,300.12,0.721630021341369,NA,NA,NA,0,8416.34,25,NA,NA,710.65,NA,NA,41,NA,NA,NA,260.88,218.72,NA
3964,"201409",0,21,0,0,0,101.03,1093,72.65,120.44,500,755,42.48,116,90.61,NA,NA,NA,500,NA,0,3,NA,0,175.94,396.93,0,NA,619,0,NA,1000,NA,0.133832912727673,0,349.86,64.98,NA,NA,289.97,346,9,NA,NA,5,12,349.85,NA,NA,NA,NA,NA,NA,NA,NA,500,NA,NA,28,393,616.51,-0.411786729965823,NA,NA,NA,0,426.26,43,NA,NA,764.18,NA,NA,7,NA,NA,NA,771.57,0,NA
3965,"201408",0,3,0,0,0,89.99,738,27.4,NA,1500,59,NA,NA,37.07,NA,33.32,NA,1500,NA,0,12,NA,0,29.99,89.99,0,NA,333,0,NA,1500,NA,0.133832912727673,0,NA,NA,NA,NA,191.8,178,0,NA,NA,NA,0,278.62,NA,NA,NA,NA,NA,NA,99.98,NA,1500,NA,NA,34,89,413.56,-0.30845333657335,NA,NA,NA,1,NA,2,NA,NA,59.98,NA,NA,166,NA,NA,NA,501.47,0,NA
3966,"201409",1,4,0,0,0,NA,273,59.49,NA,1959.51,NA,43.32,NA,NA,231,32.84,NA,2459.51,NA,0,12,NA,0,NA,NA,0,0,215,0,4,1959.51,NA,0.090634138151029,0,NA,129.97,NA,4,475.92,NA,0,4.24,4,NA,0,NA,4,NA,4,6.36,106.03,231,131.38,1000,1959.51,106.03,106.03,51,NA,NA,0.156301087833759,NA,NA,NA,1,597.98,NA,-3,4,NA,NA,0,99,0,0,318.09,NA,NA,0
3967,"201403",0,0,0,0,0,132.55,487,NA,NA,1500,NA,NA,NA,57.94,282,NA,NA,2200,NA,0,12,NA,0,NA,796.58,0,36,NA,0,3,3492.8,0,0.090634138151029,0,NA,NA,0,3,NA,277,0,4.34,3,NA,0,405.58,3,NA,3,NA,216.96,282,NA,2600,1500,216.96,216.96,42,596,NA,-0.0737564789495467,NA,NA,NA,1,2400,NA,-105,3,NA,NA,0,306,0,0,650.88,NA,NA,0
3968,"201401",0,0,0,0,0,273.66,1213,189.15,178.76,1000,861,88.35,360,137.9,686,205.42,15,7800,NA,0,12,NA,0,204.07,865.8,3,546,NA,4,0,1000,15,0.133832912727673,0,448.84,401.84,0,0,729.86,484,5,0,0,15,8,560.1,0,0,0,0,182.125,351,514.82,4300,4300,182.125,185.9325,65,861,634.2,0.534878115446101,0,NA,158.258888888889,0,1688.32,23,-2811,-2,981.43,0,0,28,0,0,569.22,432.02,116.26,0
3969,"201410",0,0,0,0,0,NA,705,NA,NA,1500,NA,NA,NA,27.34,484,15.99,NA,3500,NA,0,12,NA,0,NA,NA,0,122,NA,0,28,1500,0,0.133832912727673,0,NA,NA,3.51,28,NA,136,0,7.02,28,NA,0,136.74,28,NA,28,NA,175.7,484,111.96,1000,2500,175.7,NA,67,NA,151.24,0.648196909605187,7.02,NA,175.7,1,3084.06,NA,-26,28,NA,3.51,5,217,5,5,527.1,153.31,NA,5
3970,"201410",0,0,0,0,0,10.97,842,NA,27.98,1000,179,NA,NA,74.45,519,32.97,NA,1462.36,NA,0,12,NA,0,35.29,10.97,0,194,NA,0,-5,2000,0,0.133832912727673,0,111.95,NA,0,-6,NA,250,2,NA,-2,NA,3,251.87,-2,NA,-40,NA,143.24,519,98.93,NA,1731.18,143.24,NA,32,10,234.86,-0.354107585360257,0,NA,143.24,1,166.06,15,-117,-40,271.7,0,0,48,0,0,NA,250.07,90.84,0
3971,"201411",0,0,0,0,0,190.59,1170,75.76,135.12,2000,1453,NA,268,143.7,232,86.56,NA,4234.97,NA,0,12,NA,0,313.42,974.76,2,1,NA,3,-3,7754.15,NA,0.133832912727673,0,675.65,NA,NA,-3,378.86,715,11,NA,-3,18,11,718.56,-3,NA,-3,0,207.15,232,432.85,1066,3066,207.15,207.15,66,968,864.51,0.534878115446101,NA,NA,NA,0,1331.61,48,-99,-3,1464.05,NA,0,19,0,0,NA,803.93,0,0
3972,"201404",1,0,0,0,0,38.25,1439,NA,NA,1500,NA,NA,230,36.26,424,58.18,39,3000,NA,0,12,NA,0,NA,267.75,9,64,NA,10,-7,1500,39,0.133832912727673,0,NA,NA,NA,-7,NA,188,0,0,-2,13,0,290.08,-2,0,-7,0,182.96,424,516.04,2500,1500,182.96,182.96,28,185,44.6,-0.411786729965823,0,NA,182.96,1,NA,NA,-871,-11,NA,0,0,219,0,0,182.96,89.2,NA,0
3973,"201407",0,26,0,0,0,NA,1766,NA,NA,2000,NA,NA,427,12.49,608,NA,36,800,15,9,12,335,10,NA,NA,12,364,470,12,NA,2000,9,0.133832912727673,1,NA,NA,NA,NA,NA,49,3,NA,30,16,3,49.98,30,119.96,NA,NA,NA,608,NA,2000,3600,NA,NA,72,NA,0,0.721630021341369,NA,836,NA,0,NA,NA,NA,NA,NA,19.92,0,563,0,2,NA,26.97,NA,2
3974,"201402",1,34,0,0,2,NA,280,41.23,46.56,509,NA,23.32,NA,NA,NA,54.72,NA,NA,NA,0,12,NA,0,NA,NA,0,NA,NA,0,NA,509,NA,0.090634138151029,0,196.92,69.98,NA,NA,41.23,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,280,1018,NA,NA,NA,27,NA,NA,-0.411786729965823,NA,NA,NA,1,457.76,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA
3975,"201404",1,168,3,1,1,200.4,1149,60.6,NA,2500,723,41.98,159,169.26,721,104.93,0,1200,NA,0,12,NA,0,219.66,399.3,1,581,NA,2,29,2500,0,0.133832912727673,0,NA,145.94,18.18,21,233.36,465,10,12.12,29,5,12,467.81,29,0,21,NA,302.95,346,384.78,5650,6350,302.95,NA,43,393,727.08,-0.059298901120992,18.73,NA,302.95,0,523.97,31,-11,21,730.75,26.44,2,97,2,5,605.9,848.51,0,5
3976,"201408",0,16,0,0,0,71.96,1014,81.13,NA,300,19,NA,NA,38.48,405,22.74,NA,400,NA,0,3,NA,0,19.99,135.94,0,309,193,0,8,300,0,0.133832912727673,0,NA,NA,NA,NA,168.93,104,4,NA,8,NA,6,105.97,8,NA,NA,NA,NA,405,90.96,400,300,NA,NA,41,133,84.86,-0.133343746407103,2.12,NA,53.1,0,1238.74,1,-2,NA,19.99,0,0,237,0,0,NA,116.55,0,0
3977,"201401",1,159,3,1,2,99.57,398,64.65,223.78,974,NA,66.31,NA,NA,NA,45.28,NA,974,NA,1,12,NA,9,NA,555.45,0,NA,NA,0,NA,974,NA,0.090634138151029,8,1032.1,152.97,NA,NA,327.61,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,121.16,1948,NA,NA,NA,34,489,NA,-0.30845333657335,NA,NA,NA,1,423.63,NA,NA,NA,NA,NA,NA,-22,NA,NA,NA,NA,NA,NA
3978,"201407",1,21,0,0,0,51.59,588,24.39,34.33,1000,NA,14.99,NA,66.38,NA,23.29,NA,NA,NA,0,10,NA,0,NA,368.9,0,NA,169,0,NA,1000,NA,0.133832912727673,0,213.79,29.99,NA,NA,121.97,243,0,NA,NA,NA,0,306.08,NA,NA,NA,NA,NA,NA,116.46,1000,1000,NA,NA,41,293,0,-0.133343746407103,NA,NA,NA,1,433.52,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,49.24,NA,NA
3979,"201405",0,NA,NA,NA,NA,NA,2743,NA,NA,3000,NA,NA,272,NA,1288,NA,97,NA,69,41,12,1945,43,NA,NA,12,999,NA,12,-5,NA,8,0.133832912727673,2,NA,NA,0,-5,NA,NA,0,NA,-5,18,0,NA,-4,114.95,NA,NA,NA,576,NA,2068.94,4784.47,287.31,NA,58,NA,NA,0.357323965312407,0,1254,287.31,1,NA,NA,-140,NA,NA,0,0,1131,0,0,NA,NA,NA,0
3980,"201407",0,0,0,0,0,NA,178,67.72,10.45,400,NA,NA,NA,NA,NA,NA,NA,1399.31,NA,0,5,NA,0,NA,NA,0,NA,NA,0,NA,400,NA,0.0571981886428283,0,73.15,NA,NA,NA,541.76,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,400,400,NA,NA,38,NA,NA,-0.231735369185606,NA,NA,NA,1,482.21,NA,NA,NA,NA,NA,NA,-33,NA,NA,NA,NA,NA,NA
3981,"201406",0,4,0,0,0,33.1,404,18.56,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,NA,0,NA,231.7,0,NA,144,0,NA,800,NA,0.090634138151029,0,NA,NA,NA,NA,129.96,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,800,800,NA,NA,40,149,NA,-0.133343746407103,NA,NA,NA,1,721.16,NA,NA,NA,NA,NA,NA,190,NA,NA,NA,NA,NA,NA
3982,"201407",0,0,0,0,0,NA,2825,NA,NA,2000,2159,NA,799,NA,517,NA,62,1000,59,39,12,3069,43,521.38,NA,9,323,NA,11,5,3300,16,0.133832912727673,4,NA,NA,13.56,5,NA,NA,12,13.56,5,13,12,NA,5,0,5,13.56,226.09,323,NA,4600,2000,226.09,226.09,64,NA,983,0.534878115446101,0,836,149.605,0,NA,29,-67,5,2625.08,4.96,0,710,0,0,678.27,1173.4,459.8,0
3983,"201403",0,4,0,0,0,NA,202,54.37,42.84,1500,NA,NA,NA,NA,NA,53.78,NA,NA,NA,0,12,NA,0,NA,NA,0,NA,NA,0,NA,1500,NA,0.0571981886428283,0,342.72,NA,NA,NA,407.78,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,430.24,1500,1500,NA,NA,67,NA,NA,0.648196909605187,NA,NA,NA,1,2182.92,NA,NA,NA,NA,NA,NA,-70,NA,NA,NA,NA,NA,NA
3984,"201405",0,0,0,0,0,108.6,635,63.48,NA,800,NA,NA,NA,48.57,322,32.29,NA,1715.62,NA,0,10,NA,0,NA,245.87,0,4,NA,0,15,800,0,0.133832912727673,0,NA,NA,8.82,15,176.97,145,0,8.82,15,NA,0,145.71,15,NA,15,8.82,147.02,322,74.92,1515.62,800,147.02,147.02,22,242,110.92,-0.690749137734589,0,NA,147.02,1,1432.2,NA,NA,15,NA,NA,0,194,0,0,441.06,51.47,NA,0
3985,"201408",0,13,0,0,0,NA,229,92.8,38.55,500,NA,108.44,NA,NA,NA,NA,NA,2636,NA,0,12,NA,0,NA,NA,0,NA,NA,0,NA,1500,NA,0.0571981886428283,0,269.85,363.86,NA,NA,406.04,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,500,500,NA,NA,50,NA,NA,0.156301087833759,NA,NA,NA,1,486.39,NA,NA,NA,NA,NA,NA,-47,NA,NA,NA,NA,NA,NA
3986,"201408",0,33,0,0,1,NA,329,253.41,60.19,700,NA,206.33,NA,NA,NA,205.13,NA,1399.23,NA,0,12,NA,0,NA,NA,0,NA,NA,0,NA,1400,NA,0.090634138151029,0,301.39,412.29,NA,NA,408.88,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,402.46,700,700,NA,NA,22,NA,NA,-0.690749137734589,NA,NA,NA,1,27.16,NA,NA,NA,NA,NA,NA,-16,NA,NA,NA,NA,NA,NA
3987,"201410",0,21,0,0,0,NA,300,9.99,NA,500,NA,NA,NA,NA,NA,80.18,NA,NA,NA,0,10,NA,0,NA,NA,0,NA,124,0,NA,500,NA,0.090634138151029,0,NA,NA,NA,NA,9.99,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,312.92,NA,500,NA,NA,36,NA,NA,-0.231735369185606,NA,NA,NA,1,310.85,NA,NA,NA,NA,NA,NA,208,NA,NA,NA,NA,NA,NA
3988,"201412",0,4,0,0,0,72.51,361,52.88,NA,1000,NA,NA,NA,NA,NA,102.55,NA,NA,NA,0,12,NA,0,NA,145.03,0,NA,114,0,NA,1000,NA,0.090634138151029,0,NA,NA,NA,NA,423.04,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,205.11,NA,1000,NA,NA,29,144,NA,-0.411786729965823,NA,NA,NA,1,96.15,NA,NA,NA,NA,NA,NA,160,NA,NA,NA,NA,NA,NA
3989,"201412",1,0,0,0,0,NA,925,NA,NA,1673.42,761,NA,NA,NA,298,NA,NA,1673.42,NA,0,12,NA,0,142.73,NA,0,0,NA,0,4,1673.42,NA,0.133832912727673,0,NA,NA,0,4,NA,NA,5,5.58,4,NA,7,NA,4,NA,4,0,278.8,298,NA,2736.2,1673.42,278.8,278.8,46,NA,83.29,-0.016208722718011,NA,NA,NA,0,NA,16,-106,4,1141.84,NA,0,652,0,0,836.4,0,379.58,0
3990,"201412",0,21,0,0,0,66.05,1686,NA,49.87,1000,716,25.99,294,25.34,1354,32.49,10,4000,17,6,12,540,8,188.34,300.53,4,986,782,7,-13,2500,4,0.133832912727673,2,349.09,129.96,0,-38,NA,119,10,NA,2,11,12,177.38,2,0,NA,NA,NA,551,129.96,6000,3000,159.28,NA,64,222,179.69,0.534878115446101,0,418,159.28,0,1218.99,19,-403,NA,842.88,0,0,-66,0,0,NA,234.05,122.48,0
3991,"201411",0,21,0,0,0,94.57,1248,NA,47.89,2372.07,372,36.37,465,13.99,NA,14.87,NA,2372.07,NA,0,12,NA,0,83.17,462.59,3,NA,691,5,NA,4872.07,NA,0.133832912727673,0,369.49,230.88,NA,NA,NA,69,10,NA,NA,35,12,69.99,NA,NA,NA,NA,NA,NA,104.09,NA,2372.07,NA,NA,59,392,362,0.357323965312407,NA,NA,NA,0,687.91,38,NA,NA,428.94,NA,NA,-65,NA,NA,NA,1636.09,50.61,NA
3992,"201402",0,0,0,0,0,16.65,711,NA,NA,1500,NA,NA,NA,269.04,366,NA,NA,4500,NA,0,12,NA,0,NA,49.97,0,0,NA,0,1,1500,0,0.133832912727673,0,NA,NA,3.25,1,NA,978,0,3.25,1,NA,0,1009.6,1,NA,1,6.5,162.33,366,NA,3000,2500,162.33,162.33,68,49,357.02,0.648196909605187,3.25,NA,162.33,1,NA,NA,-2,1,NA,NA,0,517,0,0,324.66,529.84,NA,0
3993,"201404",1,51,0,0,1,110.85,504,40.07,62.88,1000,NA,167.34,NA,NA,NA,81.96,NA,NA,NA,0,6,NA,0,NA,591.36,0,NA,NA,0,NA,1000,NA,0.090634138151029,0,314.05,731.85,NA,NA,241.52,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,409.87,1000,1000,NA,NA,47,588,NA,0.079926420595367,NA,NA,NA,1,162.02,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA
3994,"201406",0,113,1,1,1,39.99,754,108.43,NA,1000,75,NA,NA,47.68,394,NA,NA,1000,NA,0,12,NA,0,37.97,79.99,0,123,597,0,-12,1000,0,0.133832912727673,0,NA,NA,0,-12,433.74,95,1,0,-12,NA,2,95.37,-12,NA,-12,NA,178.96,394,NA,1000,NA,178.96,NA,70,79,162.32,0.721630021341369,0,NA,178.96,1,1123.9,2,-153,-12,75.95,0,0,184,0,0,536.88,325.92,0,0
3995,"201407",1,51,0,0,1,47.87,450,NA,NA,2300,NA,15.22,NA,NA,272,68.58,NA,1600,NA,0,12,NA,0,NA,239.36,0,13,NA,0,0,5400,NA,0.090634138151029,0,NA,100.6,0,0,NA,NA,0,0,0,NA,0,NA,0,NA,-1,0,154.74,272,342.91,3900,2300,154.74,154.74,66,239,NA,0.534878115446101,NA,NA,NA,1,1228.15,NA,-6,-1,NA,NA,0,105,0,0,464.22,NA,NA,0
